TS|CH0|CH1|CH2
680|3.902|0.000|-3.879
690|3.874|0.000|-3.903
700|3.897|0.000|1.754
710|3.883|0.000|1.798
720|3.886|0.000|1.773
730|3.905|0.000|1.876
740|3.907|0.000|1.793
750|3.884|0.000|1.754
760|3.906|0.000|1.700
770|3.879|0.000|1.871
780|3.906|0.000|1.793
790|3.877|0.000|1.856
800|3.889|0.000|1.812
810|3.867|0.000|1.754
820|3.877|0.000|1.773
830|3.917|0.000|1.793
840|3.896|0.000|1.837
850|3.906|0.000|1.793
860|3.874|0.000|1.803
870|3.877|0.000|1.871
880|3.907|0.000|1.866
890|3.886|0.000|1.773
900|3.884|0.000|1.803
910|3.889|0.000|1.866
920|3.886|0.000|1.837
930|3.906|0.000|1.822
940|3.872|0.000|1.793
950|3.886|0.000|1.715
960|3.883|0.000|1.793
970|3.877|0.000|1.832
980|3.866|0.000|1.773
990|3.886|0.000|1.764
1000|3.894|0.000|1.793
1010|3.893|0.000|1.847
1020|3.880|0.000|1.788
1030|3.886|0.000|1.803
1040|3.897|0.000|1.837
1050|3.906|0.000|1.827
1060|3.895|0.000|1.895
1070|3.875|0.000|1.773
1080|3.867|0.000|1.837
1090|3.867|0.000|1.876
1100|3.906|0.000|1.871
1110|3.917|0.000|1.773
1120|3.882|0.000|1.851
1130|3.872|0.000|1.822
1140|3.808|0.000|1.832
1150|3.882|0.000|1.851
1160|3.906|0.000|1.856
1170|3.907|0.000|1.832
1180|3.877|0.000|1.773
1190|3.888|0.000|1.803
1200|3.877|0.000|1.788
1210|3.849|0.000|1.773
1220|3.906|0.000|1.832
1230|3.886|0.000|1.793
1240|3.901|0.000|1.817
1250|3.911|0.000|1.822
1260|3.886|0.000|-3.889
1270|3.886|0.000|-3.874
1280|3.905|0.000|-3.859
1290|3.897|0.000|-3.908
1300|3.864|0.000|-3.933
1310|3.886|0.000|-3.898
1320|3.877|0.000|-3.923
1330|3.905|0.000|-3.942
1340|3.905|0.000|-3.981
1350|3.905|0.000|-3.933
1360|3.867|0.000|-3.923
1370|3.902|0.000|-3.879
1380|3.875|0.000|-3.913
1390|3.905|0.000|-3.859
1400|3.877|0.000|-3.913
1410|3.924|0.000|-3.898
1420|3.888|0.000|-3.859
1430|3.873|0.000|-3.928
1440|3.867|0.000|-3.933
1450|3.882|0.000|-3.898
1460|3.867|0.000|-3.898
1470|3.867|0.000|-3.898
1480|3.905|0.000|-3.923
1490|3.906|0.000|-3.923
1500|3.872|0.000|-3.903
1510|3.902|0.000|-3.874
1520|3.877|0.000|-3.859
1530|3.897|0.000|-3.889
1540|3.867|0.000|-3.908
1550|3.867|0.000|-3.937
1560|3.877|0.000|-3.942
1570|3.897|0.000|-3.898
1580|3.875|0.000|-3.879
1590|3.906|0.000|-3.903
1600|3.874|0.000|-3.854
1610|3.882|0.000|-3.898
1620|3.867|0.000|-3.903
1630|3.875|0.000|-3.942
1640|3.867|0.000|-3.928
1650|3.905|0.000|-3.889
1660|3.888|0.000|-3.903
1670|3.888|0.000|-3.889
1680|3.867|0.000|-3.884
1690|3.884|0.000|-3.898
1700|3.867|0.000|-3.850
1710|3.877|0.000|-3.903
1720|3.867|0.000|-3.864
1730|3.882|0.000|-3.894
1740|3.888|0.000|-3.898
1750|3.905|0.000|-3.903
1760|3.916|0.000|-3.923
1770|3.862|0.000|-3.884
1780|3.904|0.000|-3.942
1790|3.888|0.000|-3.850
1800|3.888|0.000|-3.918
1810|3.878|0.000|-3.864
1820|3.902|0.000|1.754
1830|3.891|0.000|1.715
1840|3.886|0.000|1.866
1850|3.906|0.000|1.822
1860|3.904|0.000|1.793
1870|3.877|0.000|1.856
1880|3.906|0.000|1.793
1890|3.896|0.000|1.832
1900|3.927|0.000|1.915
1910|3.872|0.000|1.837
1920|3.873|0.000|1.798
1930|3.874|0.000|1.812
1940|3.867|0.000|1.793
1950|3.907|0.000|1.832
1960|3.889|0.000|1.798
1970|3.907|0.000|1.837
1980|3.886|0.000|1.837
1990|3.902|0.000|1.793
2000|3.886|0.000|1.842
2010|3.906|0.000|1.861
2020|3.907|0.000|1.803
2030|3.877|0.000|1.861
2040|3.888|0.000|1.822
2050|3.877|0.000|1.856
2060|3.877|0.000|1.808
2070|3.877|0.000|1.798
2080|3.902|0.000|1.832
2090|3.882|0.000|1.866
2100|3.879|0.000|1.876
2110|3.904|0.000|1.812
2120|3.847|0.000|1.754
2130|3.917|0.000|1.871
2140|3.906|0.000|1.798
2150|3.877|0.000|1.876
2160|3.878|0.000|1.783
2170|3.884|0.000|1.856
2180|3.891|0.000|1.876
2190|3.888|0.000|1.793
2200|3.906|0.000|1.798
2210|3.888|0.000|1.856
2220|3.889|0.000|1.837
2230|3.885|0.000|1.832
2240|3.886|0.000|1.783
2250|3.897|0.000|1.798
2260|3.847|0.000|1.715
2270|3.897|0.000|1.793
2280|3.902|0.000|1.808
2290|3.897|0.000|1.793
2300|3.905|0.000|1.871
2310|3.882|0.000|1.837
2320|3.867|0.000|1.793
2330|3.869|0.000|1.812
2340|3.905|0.000|1.871
2350|3.902|0.000|1.793
2360|3.906|0.000|1.866
2370|3.907|0.000|1.856
2380|3.874|0.000|-3.894
2390|3.877|0.000|-3.889
2400|3.847|0.000|-3.864
2410|3.905|0.000|-3.913
2420|3.905|0.000|-3.928
2430|3.891|0.000|-3.879
2440|3.877|0.000|-3.898
2450|3.867|0.000|-3.854
2460|3.886|0.000|-3.898
2470|3.886|0.000|-3.947
2480|3.884|0.000|-3.923
2490|3.886|0.000|-3.913
2500|3.882|0.000|-3.913
2510|3.904|0.000|-3.903
2520|3.877|0.000|-3.918
2530|3.872|0.000|-3.933
2540|3.833|0.000|-3.879
2550|3.902|0.000|-3.986
2560|3.888|0.000|-3.903
2570|3.874|0.000|-3.933
2580|3.888|0.000|-3.859
2590|3.867|0.000|-3.923
2600|3.873|0.000|-3.864
2610|3.868|0.000|-3.903
2620|3.906|0.000|-3.942
2630|3.906|0.000|-3.923
2640|3.893|0.000|-3.937
2650|3.891|0.000|-3.903
2660|3.886|0.000|-3.913
2670|3.897|0.000|-3.879
2680|3.867|0.000|-3.962
2690|3.867|0.000|-3.894
2700|3.897|0.000|-3.820
2710|3.910|0.000|-3.923
2720|3.866|0.000|-3.913
2730|3.867|0.000|-3.918
2740|3.867|0.000|-3.884
2750|3.907|0.000|-3.923
2760|3.906|0.000|-3.923
2770|3.897|0.000|-3.854
2780|3.906|0.000|-3.903
2790|3.867|0.000|-3.889
2800|3.879|0.000|-3.913
2810|3.877|0.000|-3.913
2820|3.867|0.000|-3.903
2830|3.888|0.000|-3.903
2840|3.888|0.000|-3.903
2850|3.886|0.000|-3.957
2860|3.874|0.000|-3.903
2870|3.905|0.000|-3.874
2880|3.896|0.000|-3.879
2890|3.879|0.000|-3.859
2900|3.877|0.000|-3.898
2910|3.867|0.000|-3.933
2920|3.883|0.000|-3.962
2930|3.877|0.000|1.793
2940|3.886|0.000|1.827
2950|3.900|0.000|1.856
2960|3.902|0.000|1.871
2970|3.897|0.000|1.827
2980|3.897|0.000|1.866
2990|3.902|0.000|1.871
3000|3.879|0.000|1.847
3010|3.877|0.000|1.808
3020|3.897|0.000|1.876
3030|3.897|0.000|1.773
3040|3.888|0.000|1.832
3050|3.902|0.000|1.837
3060|3.886|0.000|1.798
3070|3.872|0.000|1.793
3080|3.907|0.000|1.866
3090|3.897|0.000|1.793
3100|3.907|0.000|1.837
3110|3.888|0.000|1.832
3120|3.905|0.000|1.827
3130|3.927|0.000|1.847
3140|3.877|0.000|1.842
3150|3.882|0.000|1.754
3160|3.910|0.000|1.783
3170|3.888|0.000|1.866
3180|3.886|0.000|1.827
3190|3.905|0.000|1.822
3200|3.890|0.000|1.764
3210|3.902|0.000|1.871
3220|3.867|0.000|1.837
3230|3.906|0.000|1.847
3240|3.893|0.000|1.866
3250|3.888|0.000|1.837
3260|3.888|0.000|1.871
3270|3.906|0.000|1.856
3280|3.885|0.000|1.754
3290|3.867|0.000|1.798
3300|3.875|0.000|1.754
3310|3.906|0.000|1.866
3320|3.877|0.000|1.803
3330|3.906|0.000|1.979
3340|3.901|0.000|1.812
3350|3.883|0.000|1.808
3360|3.874|0.000|1.793
3370|3.889|0.000|1.837
3380|3.893|0.000|1.798
3390|3.867|0.000|1.764
3400|3.867|0.000|1.754
3410|3.910|0.000|1.817
3420|3.877|0.000|1.793
3430|3.877|0.000|1.832
3440|3.904|0.000|1.876
3450|3.906|0.000|1.837
3460|3.906|0.000|1.856
3470|3.907|0.000|1.832
3480|3.906|0.000|1.866
3490|3.905|0.000|-3.928
3500|3.877|0.000|-3.942
3510|3.886|0.000|-3.894
3520|3.889|0.000|-3.894
3530|3.907|0.000|-3.854
3540|3.867|0.000|-3.845
3550|3.907|0.000|-3.859
3560|3.828|0.000|-3.732
3570|3.877|0.000|-3.898
3580|3.877|0.000|-3.864
3590|3.867|0.000|-3.864
3600|3.905|0.000|-3.933
3610|3.872|0.000|-3.903
3620|3.882|0.000|-3.859
3630|3.857|0.000|-3.859
3640|3.904|0.000|-3.840
3650|3.867|0.000|-3.942
3660|3.897|0.000|-3.898
3670|3.882|0.000|-3.874
3680|3.886|0.000|-3.923
3690|3.877|0.000|-3.869
3700|3.890|0.000|-3.908
3710|3.882|0.000|-4.016
3720|3.889|0.000|-3.923
3730|3.907|0.000|-3.928
3740|3.880|0.000|-3.942
3750|3.885|0.000|-3.908
3760|3.905|0.000|-3.894
3770|3.906|0.000|-3.884
3780|3.906|0.000|-3.894
3790|3.886|0.000|-3.913
3800|3.877|0.000|-3.923
3810|3.888|0.000|-3.923
3820|3.893|0.000|-3.898
3830|3.884|0.000|-3.894
3840|3.886|0.000|-3.864
3850|3.900|0.000|-3.874
3860|3.902|0.000|-3.889
3870|3.905|0.000|-3.913
3880|3.897|0.000|-3.879
3890|3.867|0.000|-3.898
3900|3.867|0.000|-3.942
3910|3.902|0.000|-3.864
3920|3.984|0.000|-3.894
3930|3.896|0.000|-3.942
3940|3.901|0.000|-3.908
3950|3.897|0.000|-3.913
3960|3.886|0.000|-3.859
3970|3.867|0.000|-3.859
3980|3.891|0.000|-3.933
3990|3.888|0.000|-3.923
4000|3.888|0.000|-3.942
4010|3.902|0.000|-3.942
4020|3.878|0.000|-3.864
4030|3.906|0.000|-3.859
4040|3.886|0.000|-3.923
4050|3.907|0.000|1.851
4060|3.896|0.000|1.851
4070|3.906|0.000|1.793
4080|3.886|0.000|1.793
4090|3.886|0.000|1.773
4100|3.877|0.000|1.773
4110|3.906|0.000|1.812
4120|3.906|0.000|1.876
4130|3.907|0.000|1.866
4140|3.879|0.000|1.783
4150|3.907|0.000|1.876
4160|3.897|0.000|1.837
4170|3.882|0.000|1.788
4180|3.896|0.000|1.871
4190|3.894|0.000|1.812
4200|3.886|0.000|1.871
4210|3.906|0.000|1.793
4220|3.907|0.000|1.812
4230|3.872|0.000|1.803
4240|3.889|0.000|1.842
4250|3.907|0.000|1.788
4260|3.877|0.000|1.832
4270|3.890|0.000|1.759
4280|3.886|0.000|1.832
4290|3.902|0.000|1.856
4300|3.886|0.000|1.812
4310|3.882|0.000|1.876
4320|3.877|0.000|1.812
4330|3.907|0.000|1.876
4340|3.891|0.000|1.866
4350|3.867|0.000|1.871
4360|3.893|0.000|1.861
4370|3.867|0.000|1.915
4380|3.886|0.000|1.793
4390|3.891|0.000|1.768
4400|3.886|0.000|1.866
4410|3.886|0.000|1.793
4420|3.808|0.000|1.803
4430|3.886|0.000|1.822
4440|3.891|0.000|1.808
4450|3.908|0.000|1.876
4460|3.906|0.000|1.847
4470|3.877|0.000|1.837
4480|3.879|0.000|1.856
4490|3.867|0.000|1.895
4500|3.888|0.000|1.832
4510|3.888|0.000|1.817
4520|3.893|0.000|1.778
4530|3.890|0.000|1.803
4540|3.902|0.000|1.793
4550|3.879|0.000|1.778
4560|3.847|0.000|1.793
4570|3.919|0.000|1.861
4580|3.897|0.000|1.808
4590|3.907|0.000|1.837
4600|3.906|0.000|1.822
4610|3.872|0.000|-3.923
4620|3.886|0.000|-3.933
4630|3.897|0.000|-3.928
4640|3.878|0.000|-3.898
4650|3.879|0.000|-3.933
4660|3.895|0.000|-3.908
4670|3.879|0.000|-3.903
4680|3.875|0.000|-3.913
4690|3.897|0.000|-3.923
4700|3.886|0.000|-3.903
4710|3.877|0.000|-3.962
4720|3.896|0.000|-3.962
4730|3.882|0.000|-3.908
4740|3.885|0.000|-3.898
4750|3.867|0.000|-3.933
4760|3.886|0.000|-3.894
4770|3.862|0.000|-3.850
4780|3.867|0.000|-3.898
4790|3.884|0.000|-3.908
4800|3.886|0.000|-3.947
4810|3.897|0.000|-3.903
4820|3.879|0.000|-3.908
4830|3.888|0.000|-3.923
4840|3.874|0.000|-3.903
4850|3.900|0.000|-3.815
4860|3.888|0.000|-3.908
4870|3.879|0.000|-3.903
4880|3.902|0.000|-3.903
4890|3.897|0.000|-3.942
4900|3.902|0.000|-3.942
4910|3.896|0.000|-3.903
4920|3.877|0.000|-3.898
4930|3.885|0.000|-3.962
4940|3.888|0.000|-3.903
4950|3.877|0.000|-3.908
4960|3.869|0.000|-3.898
4970|3.879|0.000|-4.045
4980|3.874|0.000|-3.918
4990|3.884|0.000|-3.942
5000|3.877|0.000|-3.908
5010|3.867|0.000|-3.942
5020|3.889|0.000|-3.859
5030|3.890|0.000|-3.859
5040|3.899|0.000|-3.850
5050|3.888|0.000|-3.859
5060|3.890|0.000|-3.889
5070|3.906|0.000|-3.859
5080|3.902|0.000|-3.859
5090|3.904|0.000|-3.913
5100|3.899|0.000|-3.903
5110|3.905|0.000|-3.908
5120|3.907|0.000|-3.903
5130|3.867|0.000|-3.869
5140|3.877|0.000|-3.942
5150|3.867|0.000|-3.908
5160|3.867|0.000|-3.903
5170|3.902|0.000|1.856
5180|3.867|0.000|1.832
5190|3.888|0.000|1.837
5200|3.906|0.000|1.837
5210|3.891|0.000|1.871
5220|3.905|0.000|1.866
5230|3.886|0.000|1.866
5240|3.886|0.000|1.803
5250|3.902|0.000|1.798
5260|3.900|0.000|1.773
5270|3.867|0.000|1.788
5280|3.896|0.000|1.837
5290|3.897|0.000|1.837
5300|3.907|0.000|1.783
5310|3.888|0.000|1.856
5320|3.897|0.000|1.856
5330|3.907|0.000|1.832
5340|3.882|0.000|1.837
5350|3.897|0.000|1.754
5360|3.888|0.000|1.778
5370|3.877|0.000|1.861
5380|3.897|0.000|1.871
5390|3.874|0.000|1.847
5400|3.897|0.000|1.793
5410|3.907|0.000|1.793
5420|3.894|0.000|1.866
5430|3.867|0.000|1.793
5440|3.888|0.000|1.866
5450|3.888|0.000|1.837
5460|3.897|0.000|1.832
5470|3.905|0.000|1.866
5480|3.905|0.000|1.793
5490|3.877|0.000|1.837
5500|3.888|0.000|1.871
5510|3.901|0.000|1.856
5520|3.896|0.000|1.871
5530|3.867|0.000|1.793
5540|3.963|0.000|1.803
5550|3.886|0.000|1.856
5560|3.880|0.000|1.793
5570|3.877|0.000|1.837
5580|3.904|0.000|1.837
5590|3.907|0.000|1.793
5600|3.877|0.000|1.812
5610|3.905|0.000|1.793
5620|3.872|0.000|1.876
5630|3.877|0.000|1.778
5640|3.893|0.000|1.798
5650|3.867|0.000|1.817
5660|3.886|0.000|1.783
5670|3.884|0.000|1.851
5680|3.906|0.000|1.793
5690|3.883|0.000|1.768
5700|3.888|0.000|1.837
5710|3.897|0.000|1.754
5720|3.874|0.000|1.793
5730|3.886|0.000|-3.850
5740|3.906|0.000|-3.903
5750|3.867|0.000|-3.898
5760|3.902|0.000|-3.923
5770|3.884|0.000|-3.894
5780|3.879|0.000|-3.923
5790|3.857|0.000|-3.923
5800|3.880|0.000|-3.923
5810|3.902|0.000|-3.869
5820|3.912|0.000|-3.933
5830|3.907|0.000|-3.903
5840|3.886|0.000|-3.903
5850|3.884|0.000|-3.903
5860|3.906|0.000|-3.859
5870|3.869|0.000|-3.928
5880|3.869|0.000|-3.923
5890|3.906|0.000|-3.923
5900|3.897|0.000|-3.854
5910|3.877|0.000|-3.952
5920|3.867|0.000|-3.908
5930|3.878|0.000|-3.923
5940|3.886|0.000|-3.903
5950|3.897|0.000|-3.859
5960|3.886|0.000|-3.898
5970|3.877|0.000|-3.859
5980|3.872|0.000|-3.898
5990|3.897|0.000|-3.879
6000|3.906|0.000|-3.850
6010|3.895|0.000|-3.942
6020|3.895|0.000|-3.898
6030|3.905|0.000|-3.923
6040|3.894|0.000|-3.859
6050|3.890|0.000|-3.874
6060|3.897|0.000|-3.840
6070|3.875|0.000|-3.879
6080|3.888|0.000|-3.874
6090|3.902|0.000|-3.898
6100|3.867|0.000|-3.869
6110|3.897|0.000|-3.879
6120|3.906|0.000|-3.913
6130|3.879|0.000|-3.869
6140|3.886|0.000|-3.889
6150|3.877|0.000|-3.898
6160|3.907|0.000|-3.918
6170|3.882|0.000|-3.850
6180|3.883|0.000|-3.937
6190|3.877|0.000|-3.889
6200|3.877|0.000|-3.947
6210|3.888|0.000|-3.903
6220|3.896|0.000|-3.903
6230|3.955|0.000|-3.913
6240|3.877|0.000|-3.859
6250|3.872|0.000|-3.923
6260|3.868|0.000|-3.879
6270|3.886|0.000|-3.923
6280|3.897|0.000|-3.928
6290|3.884|0.000|1.754
6300|3.886|0.000|1.837
6310|3.882|0.000|1.822
6320|3.905|0.000|1.773
6330|3.906|0.000|1.803
6340|3.886|0.000|1.847
6350|3.907|0.000|1.817
6360|3.888|0.000|1.832
6370|3.886|0.000|1.715
6380|3.886|0.000|1.851
6390|3.877|0.000|1.837
6400|3.906|0.000|1.871
6410|3.886|0.000|1.827
6420|3.885|0.000|1.793
6430|3.863|0.000|1.798
6440|3.886|0.000|1.832
6450|3.894|0.000|1.871
6460|3.889|0.000|1.832
6470|3.877|0.000|1.812
6480|3.888|0.000|1.832
6490|3.907|0.000|1.856
6500|3.877|0.000|1.871
6510|3.926|0.000|1.837
6520|3.886|0.000|1.817
6530|3.879|0.000|1.837
6540|3.886|0.000|1.866
6550|3.888|0.000|1.812
6560|3.886|0.000|1.773
6570|3.888|0.000|1.812
6580|3.895|0.000|1.798
6590|3.907|0.000|1.793
6600|3.888|0.000|1.773
6610|3.872|0.000|1.871
6620|3.858|0.000|1.925
6630|3.888|0.000|1.871
6640|3.875|0.000|1.847
6650|3.888|0.000|1.871
6660|3.886|0.000|1.876
6670|3.882|0.000|1.866
6680|3.906|0.000|1.793
6690|3.891|0.000|1.822
6700|3.888|0.000|1.837
6710|3.906|0.000|1.793
6720|3.867|0.000|1.808
6730|3.891|0.000|1.837
6740|3.905|0.000|1.851
6750|3.897|0.000|1.876
6760|3.877|0.000|1.895
6770|3.886|0.000|1.793
6780|3.912|0.000|1.871
6790|3.886|0.000|1.856
6800|3.897|0.000|1.856
6810|3.877|0.000|1.817
6820|3.882|0.000|1.851
6830|3.907|0.000|1.832
6840|3.907|0.000|1.808
6850|3.905|0.000|-3.937
6860|3.899|0.000|-3.859
6870|3.905|0.000|-3.898
6880|3.897|0.000|-3.913
6890|3.877|0.000|-3.898
6900|3.907|0.000|-3.933
6910|3.867|0.000|-3.898
6920|3.900|0.000|-3.913
6930|3.882|0.000|-3.796
6940|3.884|0.000|-3.981
6950|3.888|0.000|-3.850
6960|3.888|0.000|-3.903
6970|3.867|0.000|-3.879
6980|3.888|0.000|-3.879
6990|3.879|0.000|-3.923
7000|3.872|0.000|-3.898
7010|3.907|0.000|-3.903
7020|3.888|0.000|-3.884
7030|3.888|0.000|-3.898
7040|3.897|0.000|-3.898
7050|3.879|0.000|-3.942
7060|3.893|0.000|-3.869
7070|3.872|0.000|-3.889
7080|3.867|0.000|-3.859
7090|3.877|0.000|-3.859
7100|3.867|0.000|-3.898
7110|3.902|0.000|-3.898
7120|3.897|0.000|-3.894
7130|3.906|0.000|-3.859
7140|3.888|0.000|-3.859
7150|3.879|0.000|-3.879
7160|3.882|0.000|-3.830
7170|3.889|0.000|-3.898
7180|3.907|0.000|-3.859
7190|3.900|0.000|-3.840
7200|3.906|0.000|-3.903
7210|3.869|0.000|-3.942
7220|3.867|0.000|-3.854
7230|3.895|0.000|-3.894
7240|3.864|0.000|-3.859
7250|3.905|0.000|-3.859
7260|3.904|0.000|-3.879
7270|3.886|0.000|-3.898
7280|3.906|0.000|-3.879
7290|3.902|0.000|-3.903
7300|3.874|0.000|-3.923
7310|3.867|0.000|-3.864
7320|3.905|0.000|-3.913
7330|3.888|0.000|-3.903
7340|3.857|0.000|-3.898
7350|3.872|0.000|-3.913
7360|3.888|0.000|-3.864
7370|3.867|0.000|-3.903
7380|3.888|0.000|-3.923
7390|3.873|0.000|-3.898
7400|3.872|0.000|-3.879
7410|3.896|0.000|1.734
7420|3.906|0.000|1.773
7430|3.906|0.000|1.876
7440|3.907|0.000|1.793
7450|3.896|0.000|1.754
7460|3.893|0.000|1.793
7470|3.875|0.000|1.754
7480|3.904|0.000|1.798
7490|3.905|0.000|1.793
7500|3.888|0.000|1.871
7510|3.886|0.000|1.837
7520|3.902|0.000|1.793
7530|3.879|0.000|1.808
7540|3.886|0.000|1.832
7550|3.872|0.000|1.793
7560|3.897|0.000|1.871
7570|3.917|0.000|1.866
7580|3.867|0.000|1.866
7590|3.907|0.000|1.856
7600|3.907|0.000|1.856
7610|3.889|0.000|1.837
7620|3.886|0.000|1.817
7630|3.877|0.000|1.773
7640|3.886|0.000|1.812
7650|3.891|0.000|1.847
7660|3.902|0.000|1.793
7670|3.906|0.000|1.788
7680|3.884|0.000|1.812
7690|3.902|0.000|1.754
7700|3.889|0.000|1.817
7710|3.879|0.000|1.759
7720|3.902|0.000|1.793
7730|3.857|0.000|1.793
7740|3.886|0.000|1.822
7750|3.905|0.000|1.856
7760|3.882|0.000|1.768
7770|3.897|0.000|1.856
7780|3.905|0.000|1.837
7790|3.906|0.000|1.788
7800|3.882|0.000|1.773
7810|3.886|0.000|1.817
7820|3.867|0.000|1.788
7830|3.888|0.000|1.793
7840|3.906|0.000|1.866
7850|3.886|0.000|1.793
7860|3.884|0.000|1.793
7870|3.886|0.000|1.822
7880|3.897|0.000|1.837
7890|3.897|0.000|1.793
7900|3.893|0.000|1.866
7910|3.906|0.000|1.783
7920|3.907|0.000|1.866
7930|3.899|0.000|1.768
7940|3.907|0.000|1.866
7950|3.897|0.000|1.793
7960|3.891|0.000|1.734
7970|3.897|0.000|-3.898
7980|3.897|0.000|-3.923
7990|3.867|0.000|-3.859
8000|3.877|0.000|-3.942
8010|3.877|0.000|-3.898
8020|3.885|0.000|-3.903
8030|3.863|0.000|-3.898
8040|3.888|0.000|-3.869
8050|3.879|0.000|-3.933
8060|3.897|0.000|-3.923
8070|3.886|0.000|-3.898
8080|3.878|0.000|-3.908
8090|3.882|0.000|-3.898
8100|3.867|0.000|-3.908
8110|3.906|0.000|-3.903
8120|3.902|0.000|-3.864
8130|3.933|0.000|-3.903
8140|3.867|0.000|-3.889
8150|3.890|0.000|-3.942
8160|3.886|0.000|-3.879
8170|3.867|0.000|-3.942
8180|3.905|0.000|-3.874
8190|3.902|0.000|-3.879
8200|3.877|0.000|-3.864
8210|3.907|0.000|-3.923
8220|3.900|0.000|-3.903
8230|3.890|0.000|-3.898
8240|3.886|0.000|-3.898
8250|3.874|0.000|-3.942
8260|3.886|0.000|-3.908
8270|3.902|0.000|-3.913
8280|3.905|0.000|-3.903
8290|3.897|0.000|-3.928
8300|3.907|0.000|-3.898
8310|3.882|0.000|-3.898
8320|3.890|0.000|-3.903
8330|3.897|0.000|-3.864
8340|3.882|0.000|-3.889
8350|3.878|0.000|-3.898
8360|3.882|0.000|-3.747
8370|3.875|0.000|-3.928
8380|3.879|0.000|-3.923
8390|3.907|0.000|-3.898
8400|3.877|0.000|-3.889
8410|3.888|0.000|-3.942
8420|3.904|0.000|-3.923
8430|3.874|0.000|-3.845
8440|3.901|0.000|-3.864
8450|3.897|0.000|-3.850
8460|3.867|0.000|-3.889
8470|3.905|0.000|-3.898
8480|3.902|0.000|-3.903
8490|3.867|0.000|-3.923
8500|3.874|0.000|-3.898
8510|3.877|0.000|-3.923
8520|3.879|0.000|-3.859
8530|3.867|0.000|1.793
8540|3.917|0.000|1.803
8550|3.882|0.000|1.817
8560|3.882|0.000|1.812
8570|3.907|0.000|1.856
8580|3.886|0.000|1.803
8590|3.907|0.000|1.783
8600|3.907|0.000|1.803
8610|3.906|0.000|1.876
8620|3.897|0.000|1.876
8630|3.877|0.000|1.793
8640|3.889|0.000|1.832
8650|3.867|0.000|1.876
8660|3.889|0.000|1.856
8670|3.902|0.000|1.793
8680|3.889|0.000|1.793
8690|3.886|0.000|1.808
8700|3.917|0.000|1.871
8710|3.907|0.000|1.754
8720|3.897|0.000|1.871
8730|3.900|0.000|1.764
8740|3.893|0.000|1.871
8750|3.897|0.000|1.773
8760|3.889|0.000|1.866
8770|3.877|0.000|1.876
8780|3.905|0.000|1.793
8790|3.896|0.000|1.837
8800|3.884|0.000|1.837
8810|3.888|0.000|1.895
8820|3.879|0.000|1.876
8830|3.886|0.000|1.847
8840|3.906|0.000|1.788
8850|3.886|0.000|1.637
8860|3.906|0.000|1.871
8870|3.907|0.000|1.764
8880|3.877|0.000|1.847
8890|3.900|0.000|1.788
8900|3.886|0.000|1.764
8910|3.879|0.000|1.812
8920|3.906|0.000|1.793
8930|3.877|0.000|1.851
8940|3.890|0.000|1.876
8950|3.877|0.000|1.856
8960|3.897|0.000|1.847
8970|3.888|0.000|1.866
8980|3.904|0.000|1.793
8990|3.874|0.000|1.764
9000|3.886|0.000|1.876
9010|3.867|0.000|1.773
9020|3.955|0.000|1.837
9030|3.877|0.000|1.856
9040|3.910|0.000|1.793
9050|3.867|0.000|1.773
9060|3.877|0.000|1.876
9070|3.888|0.000|1.793
9080|3.872|0.000|1.788
