TS|CH0|CH1|CH2
8930|3.884|0.000|-1.788
8940|3.886|0.000|-1.681
8950|3.882|0.000|-1.676
8960|3.888|0.000|-1.617
8970|3.867|0.000|-1.573
8980|3.874|0.000|-1.578
8990|3.902|0.000|-1.475
9000|3.927|0.000|-1.480
9010|3.877|0.000|-1.383
9020|3.906|0.000|-1.343
9030|3.896|0.000|-1.246
9040|3.879|0.000|-1.246
9050|3.867|0.000|-1.207
9060|3.897|0.000|-1.133
9070|3.872|0.000|-1.006
9080|3.877|0.000|-1.011
9090|3.889|0.000|-1.070
9100|3.906|0.000|-1.050
9110|3.889|0.000|-0.928
9120|3.882|0.000|-0.884
9130|3.877|0.000|-0.865
9140|3.886|0.000|-0.777
9150|3.905|0.000|-0.679
9160|3.906|0.000|-0.699
9170|3.888|0.000|-0.660
9180|3.883|0.000|-0.503
9190|3.855|0.000|-0.537
9200|3.886|0.000|-0.420
9210|3.891|0.000|-0.425
9220|3.893|0.000|-0.342
9230|3.891|0.000|-0.318
9240|3.905|0.000|-0.244
9250|3.882|0.000|-0.278
9260|3.883|0.000|-0.205
9270|3.907|0.000|-0.151
9280|3.867|0.000|-0.083
9290|3.907|0.000|0.005
9300|3.897|0.000|0.015
9310|3.886|0.000|0.112
9320|3.902|0.000|0.034
9330|3.897|0.000|0.234
9340|3.877|0.000|0.200
9350|3.884|0.000|0.332
9360|3.894|0.000|0.386
9370|3.877|0.000|0.386
9380|3.886|0.000|0.415
9390|3.904|0.000|0.547
9400|3.902|0.000|0.484
9410|3.896|0.000|0.664
9420|3.905|0.000|0.689
9430|3.890|0.000|0.669
9440|3.897|0.000|0.713
9450|3.888|0.000|0.816
9460|3.872|0.000|0.855
9470|3.877|0.000|0.904
9480|3.867|0.000|0.992
9490|3.867|0.000|0.982
9500|3.896|0.000|1.094
9510|3.897|0.000|1.128
9520|3.907|0.000|1.212
9530|3.899|0.000|1.246
9540|3.877|0.000|1.246
9550|3.896|0.000|1.265
9560|3.886|0.000|1.402
9570|3.897|0.000|1.402
9580|3.901|0.000|1.466
9590|3.888|0.000|1.519
9600|3.890|0.000|1.710
9610|3.906|0.000|1.637
9620|3.872|0.000|1.729
9630|3.884|0.000|1.798
9640|3.905|0.000|1.861
9650|3.874|0.000|-3.894
9660|3.877|0.000|-3.835
9670|3.915|0.000|-3.752
9680|3.867|0.000|-3.708
9690|3.886|0.000|-3.625
9700|3.877|0.000|-3.586
9710|3.882|0.000|-3.591
9720|3.888|0.000|-3.478
9730|3.867|0.000|-3.425
9740|3.882|0.000|-3.351
9750|3.891|0.000|-3.356
9760|3.867|0.000|-3.273
9770|3.905|0.000|-3.278
9780|3.888|0.000|-3.127
9790|3.877|0.000|-3.136
9800|3.897|0.000|-3.034
9810|3.872|0.000|-3.014
9820|3.906|0.000|-2.941
9830|3.902|0.000|-2.892
9840|3.882|0.000|-2.868
9850|3.904|0.000|-2.848
9860|3.906|0.000|-2.809
9870|3.906|0.000|-2.731
9880|3.906|0.000|-2.618
9890|3.874|0.000|-2.574
9900|3.905|0.000|-2.516
9910|3.952|0.000|-2.452
9920|3.878|0.000|-2.438
9930|3.885|0.000|-2.457
9940|3.888|0.000|-2.335
9950|3.897|0.000|-2.316
9960|3.902|0.000|-2.325
9970|3.885|0.000|-2.242
9980|3.897|0.000|-2.037
9990|3.907|0.000|-2.125
10000|3.877|0.000|-2.106
10010|3.867|0.000|-1.974
10020|3.886|0.000|-2.042
10030|3.877|0.000|-1.876
10040|3.867|0.000|-1.832
10050|3.890|0.000|-1.832
10060|3.883|0.000|-1.754
10070|3.897|0.000|-1.705
10080|3.879|0.000|-1.656
10090|3.906|0.000|-1.558
10100|3.900|0.000|-1.563
10110|3.926|0.000|-1.519
10120|3.873|0.000|-1.431
10130|3.867|0.000|-1.329
10140|3.897|0.000|-1.392
10150|3.882|0.000|-1.260
10160|3.888|0.000|-1.168
10170|3.878|0.000|-1.172
10180|3.867|0.000|-1.124
10190|3.897|0.000|-1.089
10200|3.879|0.000|-1.006
10210|3.895|0.000|-1.045
10220|3.888|0.000|-0.933
10230|3.867|0.000|-0.918
10240|3.878|0.000|-0.791
10250|3.867|0.000|-0.835
10260|3.877|0.000|-0.772
10270|3.875|0.000|-0.660
10280|3.867|0.000|-0.625
10290|3.886|0.000|-0.616
10300|3.897|0.000|-0.537
10310|3.888|0.000|-0.542
10320|3.907|0.000|-0.381
10330|3.905|0.000|-0.386
10340|3.902|0.000|-0.303
10350|3.906|0.000|-0.254
10360|3.875|0.000|-0.215
10370|3.888|0.000|-0.230
10380|3.897|0.000|-0.171
10390|3.897|0.000|-0.151
10400|3.877|0.000|-0.064
10410|3.897|0.000|0.059
10420|3.888|0.000|0.059
10430|3.867|0.000|0.156
10440|3.888|0.000|0.073
10450|3.897|0.000|0.151
10460|3.877|0.000|0.220
10470|3.897|0.000|0.401
10480|3.893|0.000|0.386
10490|3.891|0.000|0.391
